species_code,recording_id,safe_id,onset,offset,freq_min,freq_max,power,cluster_id,method
bkhgul,xc:441030,xc_441030,616.9426,622.1903,17140.4,21404.0,2344.786865234375,0,bambird
bkhgul,xc:655838,xc_655838,6.6873,10.2632,43.1,22006.9,2340.123046875,0,bambird
bkhgul,xc:735929,xc_735929,3.7973,4.1067,3703.1,5859.4,1816.579345703125,0,bambird
bkhgul,xc:655838,xc_655838,10.3097,11.9699,2885.4,9862.2,1425.9190673828125,0,bambird
bkhgul,xc:655838,xc_655838,4.0054,6.7802,3057.7,21920.8,1237.435791015625,0,bambird
bktgul,xc:344913,xc_344913,6.548,10.9714,43.1,22006.9,966.582763671875,0,bambird
bktgul,xc:344913,xc_344913,0.4296,5.8979,43.1,22006.9,720.887451171875,0,bambird
bktgul,xc:344913,xc_344913,6.6177,7.0589,43.1,1550.4,318.743896484375,0,bambird
bktgul,xc:344913,xc_344913,6.5596,6.7338,2842.4,3273.0,202.67123413085938,0,bambird
bktgul,xc:344913,xc_344913,8.5682,9.3925,19638.3,22006.9,199.5714874267578,0,bambird
bktgul,xc:787497,xc_787497,3.2276,3.4598,2627.1,2842.4,142.8037109375,0,bambird
bktgul,xc:344933,xc_344933,34.2262,34.888,20844.1,22006.9,126.87864685058594,0,bambird
bktgul,xc:344932,xc_344932,10.0426,10.6347,21059.5,22006.9,126.72596740722656,0,bambird
bktgul,xc:787497,xc_787497,3.75,4.1448,2454.8,2842.4,118.0384750366211,0,bambird
bktgul,xc:787497,xc_787497,3.7616,4.1448,3316.1,3531.4,114.70948791503906,0,bambird
bktgul,xc:344932,xc_344932,5.387,5.863,19853.6,21274.8,113.28866577148438,0,bambird
bktgul,xc:344932,xc_344932,5.3986,5.8398,21231.7,22006.9,113.01980590820312,0,bambird
bktgul,xc:344933,xc_344933,29.5242,29.9421,19853.6,21274.8,112.80398559570312,0,bambird
bktgul,xc:344933,xc_344933,27.4924,28.3516,18303.2,22006.9,110.68230438232422,0,bambird
bktgul,xc:892290,xc_892290,2.272,2.816,22218.8,22921.9,108.12879943847656,0,bambird
bktgul,xc:892290,xc_892290,2.3467,2.816,20578.1,21187.5,107.73329162597656,0,bambird
bktgul,xc:892290,xc_892290,2.336,2.6987,23625.0,23953.1,106.31660461425781,0,bambird
bktgul,xc:787497,xc_787497,6.9892,7.2098,1162.8,1378.1,100.43923950195312,0,bambird
bktgul,xc:787497,xc_787497,2.8328,2.9954,15030.2,15288.6,98.78805541992188,0,bambird
bktgul,xc:892290,xc_892290,0.4907,0.6827,22312.5,22687.5,53.759788513183594,0,bambird
bktgul,xc:892290,xc_892290,0.5973,0.6827,20718.8,21187.5,50.80653381347656,0,bambird
blakit1,xc:138441,xc_138441,5.6889,7.6858,43.1,20973.3,276.1792907714844,0,bambird
blakit1,xc:138441,xc_138441,14.675,14.8492,13393.7,15590.0,184.07208251953125,0,bambird
blakit1,xc:138441,xc_138441,10.8785,11.4358,13996.6,16063.8,153.05906677246094,0,bambird
blakit1,xc:138441,xc_138441,7.6394,8.4172,43.1,13221.4,149.76559448242188,0,bambird
blakit1,xc:138441,xc_138441,8.3011,8.9861,12963.0,16020.7,112.1966323852539,0,bambird
blakit1,xc:309401,xc_309401,58.0373,58.1227,46.9,1218.8,31.319833755493164,0,bambird
blakit1,xc:120438,xc_120438,4.4118,4.5743,21274.8,22006.9,29.40230369567871,0,bambird
blakit1,xc:120438,xc_120438,5.2477,5.4219,16709.8,17528.0,20.596168518066406,0,bambird
blakit1,xc:120438,xc_120438,5.2477,5.4102,18217.1,18777.0,18.51951789855957,0,bambird
blakit1,xc:578427,xc_578427,3.9573,4.704,18984.4,19781.2,17.88618278503418,0,bambird
blakit1,xc:994865,xc_994865,1.44,3.8933,46.9,3421.9,16.03143310546875,0,bambird
blakit1,xc:309401,xc_309401,1.44,1.472,11203.1,11812.5,13.684501647949219,0,bambird
blakit1,xc:495129,xc_495129,38.0575,38.6496,1248.9,2368.7,13.652976036071777,0,bambird
blakit1,xc:495129,xc_495129,1.9621,2.5078,516.8,1378.1,13.645564079284668,0,bambird
brebul1,xc:206723,xc_206723,8.16,13.024,46.9,23953.1,536.1505126953125,0,bambird
brebul1,xc:155867,xc_155867,3.2,5.4187,46.9,17062.5,487.0297546386719,0,bambird
brebul1,xc:206723,xc_206723,0.9707,2.2507,1312.5,13171.9,449.5263366699219,0,bambird
brebul1,xc:155867,xc_155867,35.2,39.8827,46.9,23953.1,380.5811462402344,0,bambird
brebul1,xc:155867,xc_155867,32.0533,33.9307,46.9,15703.1,320.7586669921875,0,bambird
brebul1,xc:155867,xc_155867,5.408,9.2267,46.9,23953.1,295.15478515625,0,bambird
brebul1,xc:206723,xc_206723,2.5813,5.8133,46.9,8812.5,280.96771240234375,0,bambird
brebul1,xc:155867,xc_155867,41.952,44.5333,46.9,14343.8,236.00999450683594,0,bambird
brebul1,xc:102459,xc_102459,3.328,4.1707,20437.5,21750.0,200.20663452148438,0,bambird
brebul1,xc:915184,xc_915184,9.1947,10.2933,93.8,4312.5,194.4187469482422,0,bambird
brebul1,xc:915184,xc_915184,8.4373,9.4933,12187.5,19171.9,194.39306640625,0,bambird
brebul1,xc:206723,xc_206723,24.2667,24.8427,46.9,8812.5,189.46896362304688,0,bambird
brebul1,xc:915184,xc_915184,13.824,14.8587,14906.2,18468.8,188.9737548828125,0,bambird
brebul1,xc:102459,xc_102459,10.5707,11.2747,11578.1,14906.2,187.2491455078125,0,bambird
brebul1,xc:102459,xc_102459,0.032,1.12,46.9,2437.5,185.57632446289062,0,bambird
brebul1,xc:102459,xc_102459,3.4773,4.1173,22031.2,23296.9,179.96807861328125,0,bambird
brebul1,xc:102459,xc_102459,3.488,4.1067,23296.9,23953.1,176.46856689453125,0,bambird
brebul1,xc:206723,xc_206723,13.952,16.256,46.9,21046.9,162.93679809570312,0,bambird
brebul1,xc:915184,xc_915184,0.8,1.504,14671.9,18375.0,159.23394775390625,0,bambird
brebul1,xc:245971,xc_245971,9.9149,10.8553,13479.8,15417.8,117.1961441040039,0,bambird
brebul1,xc:915184,xc_915184,7.4347,8.4373,9984.4,18703.1,107.05172729492188,0,bambird
brebul1,xc:245971,xc_245971,4.7717,5.5263,17528.0,20241.2,92.91819763183594,0,bambird
buhshr1,xc:793925,xc_793925,14.6866,14.8724,19035.4,21188.7,15.885026931762695,0,bambird
buhshr1,xc:793925,xc_793925,23.1387,23.5392,18777.0,24720.1,13.47453498840332,0,bambird
buhshr1,xc:793925,xc_793925,6.8209,7.1866,14814.8,20413.5,9.819902420043945,0,bambird
buhshr1,xc:793925,xc_793925,9.8278,9.9323,22050.0,23600.4,9.574995994567871,0,bambird
buhshr1,xc:793925,xc_793925,19.8705,20.0853,21447.1,22480.7,7.667668342590332,0,bambird
buhshr1,xc:794952,xc_794952,24.416,28.128,46.9,8484.4,2.3881001472473145,0,bambird
buhshr1,xc:794952,xc_794952,5.9947,9.8453,1406.2,16687.5,2.0985007286071777,0,bambird
buhshr1,xc:794952,xc_794952,2.9227,6.2613,46.9,23953.1,2.095754623413086,0,bambird
buhshr1,xc:794952,xc_794952,11.776,15.136,46.9,10406.2,1.5153487920761108,0,bambird
buhshr1,xc:794803,xc_794803,0.5867,2.24,46.9,9328.1,1.0489356517791748,0,bambird
buhshr1,xc:794803,xc_794803,14.7093,18.3253,2906.2,13406.2,0.9616094827651978,0,bambird
buhshr1,xc:794952,xc_794952,0.0107,3.1253,46.9,23953.1,0.9286693930625916,0,bambird
buhshr1,xc:794803,xc_794803,28.0213,31.2213,3046.9,13734.4,0.9040889739990234,0,bambird
buhshr1,xc:793926,xc_793926,23.808,24.3947,2484.4,11484.4,0.755260705947876,0,bambird
buhshr1,xc:794803,xc_794803,5.184,8.2133,46.9,10921.9,0.7191177606582642,0,bambird
buhshr1,xc:794803,xc_794803,3.5733,5.248,46.9,5156.2,0.6465855836868286,0,bambird
buhshr1,xc:793926,xc_793926,12.0427,13.9413,46.9,7968.8,0.6446192264556885,0,bambird
buhshr1,xc:793926,xc_793926,23.8827,24.416,12750.0,16546.9,0.5726553201675415,0,bambird
burthr,xc:134325,xc_134325,92.3574,92.4967,6847.6,7149.0,454.4262390136719,0,bambird
burthr,xc:134330,xc_134330,26.2269,26.9119,14814.8,22006.9,198.51974487304688,0,bambird
burthr,xc:134330,xc_134330,84.2768,84.7877,7752.0,16451.4,187.79421997070312,0,bambird
burthr,xc:134330,xc_134330,73.7001,74.0484,12790.7,19982.8,150.97808837890625,0,bambird
burthr,xc:134330,xc_134330,84.3581,84.7296,17398.8,20025.9,145.56430053710938,0,bambird
burthr,xc:134330,xc_134330,39.8222,39.9383,10034.5,10594.3,143.7109375,0,bambird
burthr,xc:134325,xc_134325,133.7121,133.9095,19939.7,22006.9,107.28221893310547,0,bambird
burthr,xc:134325,xc_134325,92.6012,92.7173,6632.2,7019.8,102.56973266601562,0,bambird
burthr,xc:134325,xc_134325,105.9643,106.1965,15073.2,16279.1,85.52198791503906,0,bambird
burthr,xc:134325,xc_134325,105.9875,106.2313,16451.4,17140.4,76.9535903930664,0,bambird
burthr,xc:411661,xc_411661,21.728,21.824,11343.8,11578.1,72.4504165649414,0,bambird
burthr,xc:417711,xc_417711,15.5806,15.8012,9087.0,10379.0,67.89751434326172,0,bambird
carcro1,xc:879243,xc_879243,1.637,5.7237,947.5,22006.9,453.57244873046875,0,bambird
carcro1,xc:879243,xc_879243,0.2554,1.5325,18949.2,22006.9,446.8111572265625,0,bambird
carcro1,xc:1079008,xc_1079008,4.448,6.8,5343.8,10375.0,343.8172607421875,0,bambird
carcro1,xc:1079008,xc_1079008,4.528,6.192,812.5,2656.2,333.2559814453125,0,bambird
carcro1,xc:490186,xc_490186,13.4211,16.2656,43.1,14685.6,285.76190185546875,0,bambird
carcro1,xc:490186,xc_490186,7.918,12.3762,43.1,14556.4,265.66168212890625,0,bambird
carcro1,xc:1079008,xc_1079008,2.08,4.256,31.2,15968.8,263.64501953125,0,bambird
carcro1,xc:1079008,xc_1079008,14.24,16.176,1000.0,3125.0,245.18991088867188,0,bambird
carcro1,xc:1079008,xc_1079008,32.688,37.104,31.2,15968.8,221.55482482910156,0,bambird
carcro1,xc:879243,xc_879243,1.1378,1.4629,20930.3,21576.3,214.0581512451172,0,bambird
carcro1,xc:879243,xc_879243,1.579,2.7748,18260.2,22006.9,208.34768676757812,0,bambird
carcro1,xc:879243,xc_879243,0.0116,0.5805,19078.4,19724.4,180.5404052734375,0,bambird
carcro1,xc:490186,xc_490186,2.5194,4.4234,43.1,14857.9,143.31666564941406,0,bambird
carcro1,xc:490186,xc_490186,17.3569,19.6441,43.1,9216.2,127.4492416381836,0,bambird
carcro1,xc:490186,xc_490186,4.2609,7.4652,43.1,13824.3,111.24852752685547,0,bambird
carcro1,xc:745101,xc_745101,5.6192,6.8963,43.1,16752.8,95.25729370117188,0,bambird
carcro1,xc:745101,xc_745101,42.0513,43.7116,3919.0,9130.1,69.23387145996094,0,bambird
carcro1,xc:411472,xc_411472,0.3831,0.4876,5081.8,5512.5,65.10575866699219,0,bambird
carcro1,xc:745101,xc_745101,0.9752,5.0271,43.1,22006.9,53.77531433105469,0,bambird
carcro1,xc:482395,xc_482395,21.1307,21.76,46.9,12000.0,51.484336853027344,0,bambird
carcro1,xc:745101,xc_745101,34.2959,35.7123,43.1,18690.8,48.568145751953125,0,bambird
carcro1,xc:745101,xc_745101,60.8711,64.2728,43.1,12317.0,46.45682144165039,0,bambird
carcro1,xc:576943,xc_576943,18.1116,18.7849,6589.2,9991.4,42.44961166381836,0,bambird
carcro1,xc:785592,xc_785592,1.2771,1.5325,43.1,387.6,39.42952346801758,0,bambird
cintit13,xc:777400,xc_777400,65.9331,67.9764,258.4,10551.3,3369.060791015625,1,bambird
cintit13,xc:777400,xc_777400,14.2919,16.103,43.1,11455.7,2308.440185546875,1,bambird
cintit13,xc:777400,xc_777400,54.683,55.9949,12360.1,18863.1,2058.22412109375,1,bambird
cintit13,xc:625316,xc_625316,8.4869,9.7408,646.0,7536.6,1696.716552734375,1,bambird
cintit13,xc:777400,xc_777400,8.3476,9.5898,43.1,7967.3,1662.153076171875,1,bambird
cintit13,xc:777400,xc_777400,2.0782,2.9141,43.1,10508.2,1474.1767578125,1,bambird
cintit13,xc:625316,xc_625316,14.7331,16.0218,1464.3,7407.4,1144.4163818359375,1,bambird
cintit13,xc:625316,xc_625316,45.0815,45.7781,947.5,7407.4,1087.49609375,1,bambird
cintit13,xc:625316,xc_625316,44.3966,44.8261,13264.5,17355.8,1072.90234375,1,bambird
cintit13,xc:625316,xc_625316,44.4894,45.1396,43.1,7106.0,1045.24560546875,1,bambird
comkin1,xc:282763,xc_282763,3.2,3.488,14109.4,18187.5,601.9475708007812,0,bambird
comkin1,xc:282763,xc_282763,3.328,3.456,22828.1,23109.4,589.5286254882812,0,bambird
comkin1,xc:282763,xc_282763,3.2533,3.4347,19828.1,20484.4,588.672119140625,0,bambird
comkin1,xc:282763,xc_282763,3.296,3.4347,23062.5,23671.9,586.1702880859375,0,bambird
comkin1,xc:282763,xc_282763,3.328,3.4347,20296.9,20718.8,584.6452026367188,0,bambird
comkin1,xc:800955,xc_800955,3.9358,4.853,8871.7,12187.8,379.8483581542969,0,bambird
comkin1,xc:800955,xc_800955,4.1796,4.5627,12575.4,13910.4,271.66729736328125,0,bambird
comkin1,xc:800955,xc_800955,4.4582,4.5627,12317.0,12747.7,238.01248168945312,0,bambird
comkin1,xc:800955,xc_800955,4.5163,4.853,14341.1,14944.0,220.02639770507812,0,bambird
comkin1,xc:800955,xc_800955,4.5163,4.7601,11369.5,12360.1,213.07696533203125,0,bambird
comkin1,xc:185682,xc_185682,17.3685,17.5311,20284.3,21145.6,178.5928497314453,0,bambird
comkin1,xc:185682,xc_185682,17.1363,17.3685,43.1,559.9,165.40914916992188,0,bambird
comkin1,xc:185682,xc_185682,8.661,9.021,1033.6,3574.5,155.1505889892578,0,bambird
comkin1,xc:587605,xc_587605,0.0116,0.2322,13006.1,15503.9,146.2478790283203,0,bambird
comkin1,xc:185682,xc_185682,8.661,8.9281,43.1,344.5,127.16891479492188,0,bambird
comkin1,xc:185682,xc_185682,5.9907,6.2229,14771.8,18389.4,118.7689208984375,0,bambird
comkin1,xc:118166,xc_118166,9.2183,9.7176,18432.4,19982.8,112.48321533203125,0,bambird
comkin1,xc:118166,xc_118166,9.2183,9.7176,20112.0,21102.5,112.48321533203125,0,bambird
comkin1,xc:118166,xc_118166,9.2299,9.7176,21188.7,22006.9,110.8377456665039,0,bambird
comkin1,xc:466431,xc_466431,6.4551,6.699,20758.0,21490.1,106.64252471923828,0,bambird
comkin1,xc:466431,xc_466431,6.4551,6.6757,15245.5,15503.9,106.57290649414062,0,bambird
comkin1,xc:587605,xc_587605,1.8924,2.1014,21662.4,22006.9,94.07502746582031,0,bambird
comkin1,xc:587605,xc_587605,23.9746,24.7176,18906.2,22006.9,90.87862396240234,0,bambird
comkin1,xc:466431,xc_466431,9.4737,10.0194,17571.1,22006.9,84.38027954101562,0,bambird
comkin1,xc:466431,xc_466431,9.6595,10.031,16193.0,16882.0,84.08345031738281,0,bambird
comkin1,xc:587605,xc_587605,24.2881,24.7176,16494.4,19810.5,80.92816925048828,0,bambird
comkin1,xc:931189,xc_931189,1.28,1.3973,12937.5,13406.2,69.04994201660156,0,bambird
comkin1,xc:118166,xc_118166,11.7493,12.1208,20284.3,22006.9,66.1251220703125,0,bambird
compoc,xc:989599,xc_989599,2.1333,2.816,656.2,8718.8,536.3599853515625,0,bambird
compoc,xc:414488,xc_414488,3.8613,4.2347,21234.4,23765.6,399.190185546875,0,bambird
compoc,xc:989599,xc_989599,2.8587,3.328,281.2,7781.2,230.16729736328125,0,bambird
compoc,xc:989599,xc_989599,1.9627,2.08,1593.8,3562.5,216.3463134765625,0,bambird
compoc,xc:484893,xc_484893,1.5467,1.984,10875.0,22828.1,207.6504669189453,0,bambird
compoc,xc:989599,xc_989599,2.88,3.1467,8718.8,10453.1,197.11184692382812,0,bambird
compoc,xc:989599,xc_989599,22.7307,25.9733,3750.0,23953.1,185.7638702392578,0,bambird
compoc,xc:414488,xc_414488,3.3707,3.68,21234.4,23812.5,150.59898376464844,0,bambird
compoc,xc:484893,xc_484893,3.84,4.0747,5671.9,6562.5,150.39328002929688,0,bambird
compoc,xc:484893,xc_484893,3.168,3.4133,20531.2,22125.0,143.08360290527344,0,bambird
compoc,xc:414488,xc_414488,3.9467,4.0427,23625.0,23953.1,135.58148193359375,0,bambird
compoc,xc:484893,xc_484893,3.1467,3.3813,22125.0,22968.8,133.40170288085938,0,bambird
compoc,xc:994657,xc_994657,5.3227,13.4613,46.9,23953.1,129.71356201171875,0,bambird
compoc,xc:994657,xc_994657,0.0107,7.2427,46.9,23953.1,124.46589660644531,0,bambird
compoc,xc:484893,xc_484893,0.96,1.4293,46.9,23203.1,101.69491577148438,0,bambird
compoc,xc:414488,xc_414488,3.872,3.9573,21234.4,22218.8,97.91841125488281,0,bambird
compoc,xc:989573,xc_989573,0.0107,2.4853,2250.0,23953.1,73.63092041015625,0,bambird
compoc,xc:989573,xc_989573,0.0107,2.464,46.9,10828.1,69.7845458984375,0,bambird
compoc,xc:994657,xc_994657,9.3333,13.4827,46.9,6187.5,69.55372619628906,0,bambird
compoc,xc:994657,xc_994657,30.624,33.8667,4078.1,23953.1,63.55744552612305,0,bambird
compoc,xc:797798,xc_797798,17.4187,17.8027,13031.2,47906.2,62.96247863769531,0,bambird
compoc,xc:994657,xc_994657,13.9947,16.576,46.9,23953.1,58.318763732910156,0,bambird
compoc,xc:270396,xc_270396,1.2655,1.7183,4651.2,7062.9,57.212493896484375,0,bambird
compoc,xc:368567,xc_368567,2.0317,2.4265,2067.2,3531.4,53.810791015625,0,bambird
compoc,xc:414488,xc_414488,2.1867,2.6667,22640.6,23906.2,52.036582946777344,0,bambird
compoc,xc:797798,xc_797798,7.888,9.2907,93.8,8531.2,50.339744567871094,0,bambird
compoc,xc:797798,xc_797798,16.9227,17.4187,11437.5,47906.2,40.213958740234375,0,bambird
compoc,xc:270396,xc_270396,1.4977,2.0666,5986.2,16408.3,39.578102111816406,0,bambird
compoc,xc:797798,xc_797798,16.3253,16.3893,20343.8,25031.2,34.66327667236328,0,bambird
compoc,xc:989980,xc_989980,2.055,2.1595,5512.5,5986.2,26.48191261291504,0,bambird
compoc,xc:270396,xc_270396,5.0736,5.6541,4737.3,6158.5,25.525524139404297,0,bambird
comsan,xc:1051594,xc_1051594,8.9173,9.3867,19218.8,19828.1,190.65060424804688,0,bambird
comsan,xc:1051594,xc_1051594,8.9173,9.3867,22265.6,22781.2,190.65060424804688,0,bambird
comsan,xc:1051594,xc_1051594,8.9813,9.3867,17718.8,18281.2,190.2120819091797,0,bambird
comsan,xc:1051594,xc_1051594,5.632,6.112,17812.5,18234.4,95.15481567382812,0,bambird
comsan,xc:1051594,xc_1051594,5.632,6.1013,22312.5,22828.1,94.94392395019531,0,bambird
comsan,xc:671980,xc_671980,15.9253,16.2667,21890.6,23953.1,44.89326858520508,0,bambird
comsan,xc:671980,xc_671980,8.224,8.416,17343.8,18562.5,37.473995208740234,0,bambird
comsan,xc:671980,xc_671980,8.704,9.0027,18046.9,18609.4,30.265230178833008,0,bambird
comsan,xc:671980,xc_671980,8.7253,8.9387,16875.0,17859.4,22.451318740844727,0,bambird
comsan,xc:671980,xc_671980,16.2773,16.4693,18890.6,23953.1,22.079551696777344,0,bambird
comsan,xc:503479,xc_503479,10.816,11.1253,22687.5,23671.9,10.513427734375,0,bambird
comsan,xc:900380,xc_900380,4.8107,4.992,1125.0,1968.8,10.177535057067871,0,bambird
comsan,xc:882521,xc_882521,1.9389,2.0201,1033.6,1335.1,9.506804466247559,0,bambird
comsan,xc:900380,xc_900380,1.0453,1.4507,19828.1,23953.1,9.065567970275879,0,bambird
comsan,xc:900380,xc_900380,0.416,0.5013,22968.8,23390.6,8.529279708862305,0,bambird
comsan,xc:900380,xc_900380,0.416,0.4907,21421.9,21984.4,7.221987724304199,0,bambird
comsan,xc:882521,xc_882521,3.3901,3.541,11025.0,12273.9,6.878707408905029,0,bambird
comsan,xc:503479,xc_503479,40.7787,41.024,22546.9,23953.1,6.613685131072998,0,bambird
comsan,xc:599571,xc_599571,4.9459,5.0387,15073.2,15460.8,6.4622392654418945,0,bambird
comsan,xc:503479,xc_503479,10.6667,10.784,22828.1,23343.8,6.405030250549316,0,bambird
