species_code,recording_id,safe_id,note_idx,onset,offset,best_source,purity,rms_best_source,duration,rms_rank,score,method
azwmag2,xc:820038,xc_820038,9,12.83,13.94,0,0.9979,0.050766702741384506,1.11,0.9166666666666666,0.9147416666666667,bird-mixit
azwmag2,xc:464622,xc_464622,185,112.92,113.07,1,0.9602,0.005133462604135275,0.15,0.95,0.9121900000000001,bird-mixit
azwmag2,xc:682044,xc_682044,0,0.02,8.02,2,0.911,0.009435494430363178,8.0,1.0,0.911,bird-mixit
azwmag2,xc:762197,xc_762197,21,18.33,18.76,0,0.9993,0.015995493158698082,0.43,0.9090909090909091,0.9084545454545454,bird-mixit
azwmag2,xc:464622,xc_464622,187,113.31,114.09,1,0.9651,0.0050770072266459465,0.78,0.9388888888888889,0.9061216666666666,bird-mixit
azwmag2,xc:720180,xc_720180,16,10.99,12.07,0,0.9999,0.014889958314597607,1.08,0.9047619047619048,0.9046714285714286,bird-mixit
azwmag2,xc:712021,xc_712021,13,11.32,11.89,0,0.998,0.024949152022600174,0.57,0.8974358974358975,0.8956410256410257,bird-mixit
azwmag2,xc:784889,xc_784889,8,12.54,12.94,2,0.9942,0.008626587688922882,0.4,0.896551724137931,0.8913517241379311,bird-mixit
azwmag2,xc:716117,xc_716117,24,34.68,35.21,0,0.9932,0.011817412450909615,0.53,0.8947368421052632,0.8886526315789474,bird-mixit
azwmag2,xc:766304,xc_766304,3,3.59,3.82,0,0.9668,0.0407806821167469,0.23,0.9166666666666666,0.8862333333333333,bird-mixit
azwmag2,xc:1058393,xc_1058393,4,6.06,8.17,0,0.9599,0.05146317556500435,2.11,0.9166666666666666,0.8799083333333333,bird-mixit
azwmag2,xc:784889,xc_784889,3,6.54,11.1,0,0.8762,0.02152465283870697,4.56,1.0,0.8762,bird-mixit
azwmag2,xc:1058393,xc_1058393,7,9.49,10.08,0,0.9972,0.03018891252577305,0.59,0.875,0.8725499999999999,bird-mixit
azwmag2,xc:733333,xc_733333,14,17.39,18.44,0,0.987,0.04375182464718819,1.05,0.875,0.863625,bird-mixit
azwmag2,xc:720180,xc_720180,10,7.6,8.74,0,1.0,0.012445657514035702,1.14,0.8571428571428571,0.8571428571428571,bird-mixit
azwmag2,xc:716117,xc_716117,9,17.46,18.39,0,0.8538,0.02878192625939846,0.93,1.0,0.8538,bird-mixit
azwmag2,xc:784889,xc_784889,7,12.43,12.48,2,0.9828,0.008609899319708347,0.05,0.8620689655172413,0.8472413793103448,bird-mixit
azwmag2,xc:790248,xc_790248,13,12.0,12.55,0,0.9994,0.07507152110338211,0.55,0.8461538461538461,0.8456461538461538,bird-mixit
azwmag2,xc:766304,xc_766304,36,34.28,34.41,0,0.9475,0.0337553508579731,0.13,0.8888888888888888,0.8422222222222222,bird-mixit
azwmag2,xc:1058393,xc_1058393,8,10.19,11.25,0,0.9977,0.028732286766171455,1.06,0.8333333333333334,0.8314166666666667,bird-mixit
azwmag2,xc:716117,xc_716117,3,3.52,3.66,1,0.9827,0.008661769330501556,0.14,0.8421052631578947,0.8275368421052631,bird-mixit
azwmag2,xc:720180,xc_720180,6,4.9,6.05,0,0.9982,0.011178635992109776,1.15,0.8095238095238095,0.8080666666666667,bird-mixit
azwmag2,xc:733333,xc_733333,12,13.99,14.96,0,0.9877,0.040004562586545944,0.97,0.8125,0.80250625,bird-mixit
azwmag2,xc:820038,xc_820038,0,0.02,3.58,0,0.7957,0.06129470840096474,3.56,1.0,0.7957,bird-mixit
barswa,xc:721365,xc_721365,10,28.78,31.75,0,0.9998,0.06948801130056381,2.97,1.0,0.9998,bird-mixit
barswa,xc:653439,xc_653439,7,11.35,12.82,0,0.9998,0.05576062574982643,1.47,1.0,0.9998,bird-mixit
barswa,xc:919230,xc_919230,7,3.63,3.82,0,0.9997,0.09437526762485504,0.19,1.0,0.9997,bird-mixit
barswa,xc:578054,xc_578054,0,0.02,1.67,0,0.9996,0.10753467679023743,1.65,1.0,0.9996,bird-mixit
barswa,xc:123035,xc_123035,5,8.18,9.0,0,0.9996,0.08839066326618195,0.82,1.0,0.9996,bird-mixit
barswa,xc:1042324,xc_1042324,6,7.87,8.09,0,0.9993,0.3451385796070099,0.22,1.0,0.9993,bird-mixit
barswa,xc:142731,xc_142731,8,32.0,33.47,0,0.9993,0.13825495541095734,1.47,1.0,0.9993,bird-mixit
barswa,xc:191008,xc_191008,5,6.81,7.16,0,0.9979,0.043052881956100464,0.35,1.0,0.9979,bird-mixit
barswa,xc:123035,xc_123035,14,23.01,23.84,0,0.9995,0.08333366364240646,0.83,0.9935483870967742,0.9930516129032259,bird-mixit
barswa,xc:123035,xc_123035,124,200.01,200.85,0,0.9996,0.08322637528181076,0.84,0.9870967741935484,0.986701935483871,bird-mixit
barswa,xc:197400,xc_197400,79,46.95,47.29,0,0.9961,0.06179805472493172,0.34,0.9887640449438202,0.9849078651685392,bird-mixit
barswa,xc:801549,xc_801549,3,1.16,1.87,0,0.9821,0.018645113334059715,0.71,1.0,0.9821,bird-mixit
barswa,xc:191008,xc_191008,39,38.1,38.45,0,0.9965,0.03718259185552597,0.35,0.984375,0.9809296875000001,bird-mixit
barswa,xc:123035,xc_123035,72,121.39,122.21,0,0.9996,0.08166224509477615,0.82,0.9806451612903225,0.9802529032258065,bird-mixit
barswa,xc:919230,xc_919230,10,5.62,5.8,0,0.9994,0.0653645321726799,0.18,0.98,0.979412,bird-mixit
barswa,xc:123035,xc_123035,25,40.52,41.34,0,0.9989,0.08155197650194168,0.82,0.9741935483870968,0.973121935483871,bird-mixit
barswa,xc:1042324,xc_1042324,7,8.16,8.38,0,0.9999,0.23783110082149506,0.22,0.9714285714285714,0.9713314285714286,bird-mixit
barswa,xc:741685,xc_741685,0,0.14,0.53,0,0.9666,0.01891026273369789,0.39,1.0,0.9666,bird-mixit
barswa,xc:193495,xc_193495,4,2.9,3.04,0,0.9662,0.04785348102450371,0.14,1.0,0.9662,bird-mixit
barswa,xc:191008,xc_191008,7,8.89,9.33,0,0.9963,0.03667176142334938,0.44,0.96875,0.9651656249999999,bird-mixit
barswa,xc:919230,xc_919230,28,17.2,17.39,0,0.9992,0.06391185522079468,0.19,0.96,0.959232,bird-mixit
barswa,xc:664990,xc_664990,2,2.53,8.95,0,0.9556,0.03593134135007858,6.42,1.0,0.9556,bird-mixit
barswa,xc:193495,xc_193495,43,29.84,29.9,3,0.9758,0.04008123278617859,0.06,0.9787234042553191,0.9550382978723404,bird-mixit
barswa,xc:197400,xc_197400,47,28.1,28.96,1,0.9547,0.081794373691082,0.86,1.0,0.9547,bird-mixit
barswa,xc:747403,xc_747403,36,16.36,16.51,0,0.954,0.02747194655239582,0.15,1.0,0.954,bird-mixit
barswa,xc:197400,xc_197400,70,39.22,39.9,0,0.9961,0.05545325204730034,0.68,0.9550561797752809,0.9513314606741573,bird-mixit
barswa,xc:191008,xc_191008,11,11.77,12.1,0,0.9971,0.03624270111322403,0.33,0.953125,0.9503609375,bird-mixit
barswa,xc:197400,xc_197400,0,0.02,0.92,1,0.9678,0.058669671416282654,0.9,0.9775280898876404,0.9460516853932583,bird-mixit
barswa,xc:721365,xc_721365,13,39.57,42.1,0,0.999,0.06800630688667297,2.53,0.9444444444444444,0.9435,bird-mixit
barswa,xc:126103,xc_126103,12,7.48,7.61,0,0.9426,0.03521307557821274,0.13,1.0,0.9426,bird-mixit
barswa,xc:653439,xc_653439,9,13.99,16.75,0,0.9999,0.048467569053173065,2.76,0.9411764705882353,0.9410823529411765,bird-mixit
barswa,xc:197400,xc_197400,23,13.68,14.1,0,0.9968,0.05542009696364403,0.42,0.9438202247191011,0.9408,bird-mixit
barswa,xc:801549,xc_801549,1,0.19,0.91,0,0.9744,0.01690158247947693,0.72,0.9615384615384616,0.936923076923077,bird-mixit
barswa,xc:747403,xc_747403,47,21.9,22.03,0,0.9516,0.024768909439444542,0.13,0.9833333333333333,0.9357399999999999,bird-mixit
barswa,xc:1042324,xc_1042324,8,10.15,10.34,1,0.9924,0.019865071401000023,0.19,0.9428571428571428,0.9356914285714285,bird-mixit
barswa,xc:206071,xc_206071,2,1.09,1.6,2,0.9337,0.06489400565624237,0.51,1.0,0.9337,bird-mixit
barswa,xc:191008,xc_191008,49,44.02,44.28,0,0.9948,0.03429039567708969,0.26,0.9375,0.932625,bird-mixit
barswa,xc:142731,xc_142731,0,0.06,8.06,0,0.9951,0.13109813630580902,8.0,0.9333333333333333,0.92876,bird-mixit
barswa,xc:801549,xc_801549,2,0.98,1.11,0,0.9973,0.014839998446404934,0.13,0.9230769230769231,0.9205846153846154,bird-mixit
barswa,xc:919230,xc_919230,15,9.98,10.17,0,0.9989,0.060858968645334244,0.19,0.92,0.918988,bird-mixit
barswa,xc:580258,xc_580258,15,8.07,9.57,2,0.9123,0.007970349863171577,1.5,1.0,0.9123,bird-mixit
barswa,xc:580258,xc_580258,13,6.74,7.04,2,0.9455,0.007468028925359249,0.3,0.9629629629629629,0.9104814814814814,bird-mixit
barswa,xc:1042324,xc_1042324,9,10.4,10.6,1,0.995,0.01858707144856453,0.2,0.9142857142857143,0.9097142857142857,bird-mixit
barswa,xc:578054,xc_578054,3,4.2,7.33,0,0.9972,0.09008042514324188,3.13,0.9090909090909091,0.9065454545454545,bird-mixit
barswa,xc:919230,xc_919230,9,5.06,5.24,0,0.9994,0.06002243980765343,0.18,0.9,0.8994599999999999,bird-mixit
barswa,xc:747403,xc_747403,34,14.49,15.68,0,0.963,0.022544996812939644,1.19,0.9333333333333333,0.8987999999999999,bird-mixit
barswa,xc:580258,xc_580258,11,6.23,6.51,2,0.9672,0.006932595744729042,0.28,0.9259259259259259,0.8955555555555555,bird-mixit
barswa,xc:747403,xc_747403,40,17.8,17.98,0,0.9367,0.022851629182696342,0.18,0.95,0.8898649999999999,bird-mixit
barswa,xc:721365,xc_721365,18,48.29,50.62,0,0.9975,0.061931055039167404,2.33,0.8888888888888888,0.8866666666666667,bird-mixit
barswa,xc:653439,xc_653439,6,6.59,11.27,0,0.9998,0.04556337743997574,4.68,0.8823529411764706,0.8821764705882353,bird-mixit
barswa,xc:677842,xc_677842,18,11.2,11.46,1,0.9331,0.085750050842762,0.26,0.9428571428571428,0.87978,bird-mixit
barswa,xc:1042324,xc_1042324,2,4.54,4.72,1,0.9926,0.016316205263137817,0.18,0.8857142857142857,0.8791599999999999,bird-mixit
barswa,xc:747403,xc_747403,48,22.37,22.53,1,0.8958,0.02462022565305233,0.16,0.9666666666666667,0.86594,bird-mixit
barswa,xc:142731,xc_142731,1,8.06,8.92,0,0.9987,0.12785302102565765,0.86,0.8666666666666667,0.8655400000000001,bird-mixit
barswa,xc:193495,xc_193495,38,24.37,24.48,0,0.9451,0.03489133343100548,0.11,0.9148936170212766,0.8646659574468085,bird-mixit
barswa,xc:801549,xc_801549,18,13.22,13.69,0,0.976,0.01469326950609684,0.47,0.8846153846153846,0.8633846153846153,bird-mixit
barswa,xc:193495,xc_193495,51,34.62,34.78,0,0.9192,0.0367707759141922,0.16,0.9361702127659575,0.8605276595744681,bird-mixit
barswa,xc:193495,xc_193495,49,32.47,32.78,3,0.9623,0.031151555478572845,0.31,0.8936170212765957,0.859927659574468,bird-mixit
barswa,xc:206071,xc_206071,0,0.02,0.54,2,0.9778,0.06341677159070969,0.52,0.875,0.855575,bird-mixit
barswa,xc:126103,xc_126103,2,0.91,1.2,3,0.8692,0.024018600583076477,0.29,0.9767441860465116,0.8489860465116278,bird-mixit
barswa,xc:511682,xc_511682,1,6.54,10.17,0,0.9811,0.017166156321763992,3.63,0.8571428571428571,0.8409428571428571,bird-mixit
barswa,xc:721365,xc_721365,20,52.29,56.45,0,0.9998,0.05776386335492134,4.16,0.8333333333333334,0.8331666666666667,bird-mixit
barswa,xc:664990,xc_664990,3,9.02,17.02,0,0.9971,0.03399406000971794,8.0,0.8333333333333334,0.8309166666666666,bird-mixit
barswa,xc:653439,xc_653439,5,5.16,6.24,0,0.9994,0.042971063405275345,1.08,0.8235294117647058,0.823035294117647,bird-mixit
barswa,xc:578054,xc_578054,4,7.4,8.52,0,0.9945,0.08849459141492844,1.12,0.8181818181818182,0.8136818181818183,bird-mixit
barswa,xc:142731,xc_142731,7,24.0,32.0,0,0.9946,0.12550419569015503,8.0,0.8,0.79568,bird-mixit
barswa,xc:669362,xc_669362,17,8.22,8.53,2,0.8587,0.0718313679099083,0.31,0.9130434782608695,0.7840304347826087,bird-mixit
barswa,xc:126103,xc_126103,10,6.61,6.93,0,0.818,0.02359740436077118,0.32,0.9534883720930233,0.779953488372093,bird-mixit
barswa,xc:801549,xc_801549,8,3.83,4.75,0,0.9208,0.012238102965056896,0.92,0.8461538461538461,0.7791384615384614,bird-mixit
barswa,xc:126103,xc_126103,9,5.59,5.66,2,0.849,0.021228646859526634,0.07,0.9069767441860465,0.7700232558139534,bird-mixit
barswa,xc:580258,xc_580258,14,7.09,7.96,2,0.8628,0.00537286838516593,0.87,0.8888888888888888,0.7669333333333334,bird-mixit
barswa,xc:653439,xc_653439,2,3.92,4.89,0,0.9998,0.034618496894836426,0.97,0.7647058823529411,0.7645529411764705,bird-mixit
barswa,xc:721365,xc_721365,9,25.11,28.72,0,0.9804,0.05758439376950264,3.61,0.7777777777777778,0.7625333333333334,bird-mixit
bkfbun2,ml:618704340,ml_618704340,7,3.66,6.77,2,1.0,0.12207650393247604,3.11,1.0,1.0,bird-mixit
bkfbun2,ml:620266783,ml_620266783,0,0.02,0.12,2,0.9989,0.01721431128680706,0.1,1.0,0.9989,bird-mixit
bkfbun2,ml:637612944,ml_637612944,0,0.02,0.18,2,0.9985,0.019052110612392426,0.16,1.0,0.9985,bird-mixit
bkfbun2,ml:640507369,ml_640507369,9,19.66,23.55,0,0.9971,0.09774001687765121,3.89,1.0,0.9971,bird-mixit
bkfbun2,ml:148116611,ml_148116611,6,4.96,5.02,2,0.9943,0.016920266672968864,0.06,1.0,0.9943,bird-mixit
bkfbun2,ml:620266782,ml_620266782,31,16.72,16.87,2,0.9905,0.028539733961224556,0.15,1.0,0.9905,bird-mixit
bkfbun2,ml:618203252,ml_618203252,0,0.04,3.39,0,0.9893,0.06138668209314346,3.35,1.0,0.9893,bird-mixit
bkfbun2,ml:643676710,ml_643676710,7,28.0,28.94,2,0.9862,0.1106865331530571,0.94,1.0,0.9862,bird-mixit
bkfbun2,ml:624172439,ml_624172439,1,0.52,0.58,2,0.9854,0.03977717086672783,0.06,1.0,0.9854,bird-mixit
bkfbun2,ml:644010084,ml_644010084,0,0.02,2.41,3,0.9828,0.020229971036314964,2.39,1.0,0.9828,bird-mixit
bkfbun2,ml:638925272,ml_638925272,14,12.22,12.28,2,0.9819,0.01940663531422615,0.06,1.0,0.9819,bird-mixit
bkfbun2,ml:618704340,ml_618704340,10,7.61,9.0,2,0.998,0.0715584009885788,1.39,0.9803921568627451,0.9784313725490196,bird-mixit
bkfbun2,ml:620266783,ml_620266783,8,2.62,3.1,2,0.9989,0.014395851641893387,0.48,0.9772727272727273,0.9761977272727274,bird-mixit
bkfbun2,ml:460115891,ml_460115891,57,23.84,23.9,1,0.9743,0.09380937367677689,0.06,1.0,0.9743,bird-mixit
bkfbun2,ml:460115891,ml_460115891,29,13.08,13.16,1,0.9835,0.08960337936878204,0.08,0.9896907216494846,0.9733608247422681,bird-mixit
bkfbun2,ml:634320120,ml_634320120,1,1.07,1.27,0,0.972,0.049104541540145874,0.2,1.0,0.972,bird-mixit
bkfbun2,ml:620881189,ml_620881189,7,23.56,24.47,0,0.9699,0.02077615074813366,0.91,1.0,0.9699,bird-mixit
bkfbun2,ml:640507369,ml_640507369,12,31.33,34.93,0,0.9966,0.0888388603925705,3.6,0.9722222222222222,0.9689166666666666,bird-mixit
bkfbun2,ml:637812780,ml_637812780,33,21.76,23.29,0,0.9632,0.027858275920152664,1.53,1.0,0.9632,bird-mixit
bkfbun2,ml:618704340,ml_618704340,0,0.03,0.63,2,0.9977,0.06747819483280182,0.6,0.9607843137254902,0.9585745098039217,bird-mixit
bkfbun2,ml:620266782,ml_620266782,7,3.19,3.47,2,0.9919,0.020409565418958664,0.28,0.9642857142857143,0.956475,bird-mixit
bkfbun2,ml:643676710,ml_643676710,9,29.24,30.3,2,0.9917,0.05879942700266838,1.06,0.9626168224299065,0.9546271028037383,bird-mixit
bkfbun2,ml:620266783,ml_620266783,5,1.72,2.03,2,0.9974,0.011976450681686401,0.31,0.9545454545454546,0.9520636363636363,bird-mixit
bkfbun2,ml:640507369,ml_640507369,18,49.71,54.04,0,0.9985,0.088062584400177,4.33,0.9444444444444444,0.9430277777777778,bird-mixit
bkfbun2,ml:644573777,ml_644573777,49,15.9,15.96,2,0.9994,0.034731291234493256,0.06,0.9387755102040817,0.9382122448979592,bird-mixit
bkfbun2,ml:148116611,ml_148116611,7,5.41,5.47,2,0.9987,0.01593453623354435,0.06,0.9393939393939394,0.9381727272727274,bird-mixit
bkfbun2,ml:637612944,ml_637612944,3,2.57,3.56,2,0.985,0.017380231991410255,0.99,0.9523809523809523,0.938095238095238,bird-mixit
bkfbun2,ml:618704340,ml_618704340,8,6.9,7.38,2,0.9959,0.056908413767814636,0.48,0.9411764705882353,0.9373176470588235,bird-mixit
bkfbun2,ml:637812780,ml_637812780,20,9.76,11.34,0,0.9638,0.027342485263943672,1.58,0.9696969696969697,0.9345939393939394,bird-mixit
bkfbun2,ml:460115891,ml_460115891,82,32.87,32.98,1,0.9618,0.0776556208729744,0.11,0.9690721649484536,0.9320536082474227,bird-mixit
bkfbun2,ml:643676710,ml_643676710,55,89.14,89.68,2,0.9579,0.06022074818611145,0.54,0.9719626168224299,0.9310429906542056,bird-mixit
bkfbun2,ml:620266783,ml_620266783,7,2.35,2.57,2,0.9977,0.011186797171831131,0.22,0.9318181818181818,0.929675,bird-mixit
bkfbun2,ml:640988362,ml_640988362,45,22.74,23.38,0,0.926,0.04975348711013794,0.64,1.0,0.926,bird-mixit
bkfbun2,ml:460115891,ml_460115891,0,0.02,0.91,2,0.9418,0.08635488152503967,0.89,0.979381443298969,0.922381443298969,bird-mixit
bkfbun2,ml:618704340,ml_618704340,6,2.89,3.55,2,0.9983,0.04796723648905754,0.66,0.9215686274509803,0.9200019607843136,bird-mixit
bkfbun2,ml:643676710,ml_643676710,18,34.25,34.34,2,0.992,0.052413735538721085,0.09,0.9252336448598131,0.9178317757009345,bird-mixit
bkfbun2,ml:640507369,ml_640507369,26,65.28,69.46,0,0.9941,0.07866588979959488,4.18,0.9166666666666666,0.9112583333333333,bird-mixit
bkfbun2,ml:620266782,ml_620266782,18,9.63,9.88,2,0.979,0.015124700032174587,0.25,0.9285714285714286,0.9090714285714285,bird-mixit
bkfbun2,ml:644010084,ml_644010084,13,8.0,8.14,3,0.9905,0.019895022734999657,0.14,0.9166666666666666,0.9079583333333333,bird-mixit
bkfbun2,ml:618203252,ml_618203252,6,5.02,8.25,0,0.9886,0.057448770850896835,3.23,0.9166666666666666,0.9062166666666667,bird-mixit
bkfbun2,ml:148116611,ml_148116611,26,19.25,19.58,2,0.994,0.015126587823033333,0.33,0.9090909090909091,0.9036363636363636,bird-mixit
bkfbun2,ml:637812780,ml_637812780,1,0.79,2.38,0,0.9587,0.02571546845138073,1.59,0.9393939393939394,0.9005969696969698,bird-mixit
bkfbun2,ml:637612944,ml_637612944,10,8.77,9.21,2,0.995,0.01698441058397293,0.44,0.9047619047619048,0.9002380952380953,bird-mixit
bkfbun2,ml:644573777,ml_644573777,9,3.19,3.26,2,0.9986,0.03252718970179558,0.07,0.8979591836734694,0.8967020408163265,bird-mixit
bkfbun2,ml:460115891,ml_460115891,59,24.3,24.39,1,0.9349,0.07568567246198654,0.09,0.9587628865979382,0.8963474226804123,bird-mixit
bkfbun2,ml:620266783,ml_620266783,6,2.08,2.27,2,0.9984,0.009550906717777252,0.19,0.8863636363636364,0.8849454545454545,bird-mixit
bkfbun2,ml:643676710,ml_643676710,17,32.97,34.07,2,0.9885,0.04348268359899521,1.1,0.8878504672897196,0.8776401869158879,bird-mixit
bkfbun2,ml:640507369,ml_640507369,10,23.79,30.03,0,0.986,0.07504348456859589,6.24,0.8888888888888888,0.8764444444444444,bird-mixit
bkfbun2,ml:644573777,ml_644573777,37,11.92,11.97,2,0.9979,0.03231114149093628,0.05,0.8775510204081632,0.8757081632653061,bird-mixit
bkfbun2,ml:148116611,ml_148116611,2,0.65,0.75,2,0.8986,0.016463367268443108,0.1,0.9696969696969697,0.8713696969696969,bird-mixit
bkfbun2,ml:148116611,ml_148116611,9,6.28,6.66,2,0.9853,0.01486187893897295,0.38,0.8787878787878788,0.865869696969697,bird-mixit
bkfbun2,ml:637612944,ml_637612944,1,0.42,0.53,2,0.9977,0.016953960061073303,0.11,0.8571428571428571,0.8551714285714286,bird-mixit
bkfbun2,ml:634320120,ml_634320120,9,5.96,6.34,0,0.9083,0.03376758098602295,0.38,0.9411764705882353,0.854870588235294,bird-mixit
bkfbun2,ml:620881189,ml_620881189,1,6.87,8.66,0,0.9616,0.020477455109357834,1.79,0.8888888888888888,0.8547555555555555,bird-mixit
bkfbun2,ml:644573777,ml_644573777,20,6.93,7.0,2,0.9949,0.032079000025987625,0.07,0.8571428571428571,0.8527714285714285,bird-mixit
bkfbun2,ml:640988362,ml_640988362,18,9.53,9.65,0,0.8564,0.045602742582559586,0.12,0.9777777777777777,0.8373688888888889,bird-mixit
bkfbun2,ml:644573777,ml_644573777,22,8.0,8.07,2,0.9962,0.031929053366184235,0.07,0.8367346938775511,0.8335551020408164,bird-mixit
bkfbun2,ml:640988362,ml_640988362,38,18.64,19.39,0,0.8717,0.04559573903679848,0.75,0.9555555555555556,0.8329577777777778,bird-mixit
bkfbun2,ml:620266782,ml_620266782,29,15.74,16.2,2,0.9165,0.01000957377254963,0.46,0.8928571428571429,0.8183035714285715,bird-mixit
